metabolite,PC,loading,PropVar_met_amt,beta,organ,transformation,metabolite_effect_on_leaf
methyl O-D-galactopyranoside,leaf_PC2,0.06387448807688574,0.27169217930270617,0.2480715651773718,leaf,raw,increase
hexose-6-phosphate,leaf_PC2,0.06385597655696931,0.27169217930270617,0.2480715651773718,leaf,raw,increase
cyano-l-alanine,leaf_PC2,-0.05937253025186328,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
tryptophan,leaf_PC2,-0.058852856190913835,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
glycine,leaf_PC2,-0.058836451772549966,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
isohexonic acid,leaf_PC2,-0.05730669183956701,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
melibiose,leaf_PC2,-0.05681821713556455,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
glycerol-alpha-phosphate,leaf_PC2,0.05674760493262202,0.27169217930270617,0.2480715651773718,leaf,raw,increase
tagatose,leaf_PC2,0.05653491030031497,0.27169217930270617,0.2480715651773718,leaf,raw,increase
N-acetylornithine,leaf_PC2,-0.055624695047389976,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
sinapinic acid,leaf_PC2,0.055289492533981216,0.27169217930270617,0.2480715651773718,leaf,raw,increase
pseudo uridine,leaf_PC2,-0.05497289069389528,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
cyanoalanine,leaf_PC2,-0.05459967764785467,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
glutamine,leaf_PC2,-0.05365763341873451,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
gluconic acid,leaf_PC2,-0.05344133586555507,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
2-ketoisocaproic acid,leaf_PC2,-0.05316272460468513,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
saccharic acid,leaf_PC2,-0.05290614811832608,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
1-kestose,leaf_PC2,0.052728278486942226,0.27169217930270617,0.2480715651773718,leaf,raw,increase
erythritol,leaf_PC2,-0.052724229078150386,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
aconitic acid,leaf_PC2,0.05202935712455336,0.27169217930270617,0.2480715651773718,leaf,raw,increase
cis-sinapinic acid,leaf_PC2,0.05185018774109221,0.27169217930270617,0.2480715651773718,leaf,raw,increase
alanine-alanine,leaf_PC2,-0.05165061658374055,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
phenylethylamine,leaf_PC2,-0.05129322517772009,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
gluconic acid lactone,leaf_PC2,-0.05014226738211664,0.27169217930270617,0.2480715651773718,leaf,raw,decrease
myristic acid,root_PC22,-0.15082925676561712,0.14709096537174435,-0.12209386017673293,root,raw,increase
"3,4-dihydroxycinnamic acid",root_PC22,-0.14409597332518181,0.14709096537174435,-0.12209386017673293,root,raw,increase
3-hydroxy-3-methylglutaric acid,root_PC22,0.10202547362625632,0.14709096537174435,-0.12209386017673293,root,raw,decrease
glyceric acid,root_PC22,0.10109834178494495,0.14709096537174435,-0.12209386017673293,root,raw,decrease
isoribose,root_PC22,0.1003706866201868,0.14709096537174435,-0.12209386017673293,root,raw,decrease
ferulic acid,root_PC22,-0.0913926936433478,0.14709096537174435,-0.12209386017673293,root,raw,increase
"2,3-dihydroxybutanoic acid NIST",root_PC22,0.0900864689988657,0.14709096537174435,-0.12209386017673293,root,raw,decrease
ribonic acid,root_PC22,-0.08536330446042811,0.14709096537174435,-0.12209386017673293,root,raw,increase
sucrose,root_PC22,-0.07901369046618231,0.14709096537174435,-0.12209386017673293,root,raw,increase
guanine,root_PC22,0.0780557513623593,0.14709096537174435,-0.12209386017673293,root,raw,decrease
pseudo uridine,root_PC22,0.07324013188273132,0.14709096537174435,-0.12209386017673293,root,raw,decrease
glucose-1-phosphate,root_PC22,-0.0713301774957846,0.14709096537174435,-0.12209386017673293,root,raw,increase
n-acetyl-d-hexosamine,root_PC22,-0.07081978067479865,0.14709096537174435,-0.12209386017673293,root,raw,increase
xylulose NIST,root_PC22,-0.07031819229544631,0.14709096537174435,-0.12209386017673293,root,raw,increase
ornithine,root_PC22,-0.06928528407822124,0.14709096537174435,-0.12209386017673293,root,raw,increase
inositol-4-monophosphate,root_PC22,-0.0675503932668936,0.14709096537174435,-0.12209386017673293,root,raw,increase
1-monopalmitin,root_PC22,0.0669480697542305,0.14709096537174435,-0.12209386017673293,root,raw,decrease
6-deoxyglucose,root_PC22,0.06431308031921917,0.14709096537174435,-0.12209386017673293,root,raw,decrease
guanosine,root_PC22,0.06323325143853484,0.14709096537174435,-0.12209386017673293,root,raw,decrease
fucose,root_PC22,0.06266244336461856,0.14709096537174435,-0.12209386017673293,root,raw,decrease
erythronic acid lactone,root_PC22,-0.06169920841510298,0.14709096537174435,-0.12209386017673293,root,raw,increase
5-aminovaleric acid,root_PC22,-0.061691740945321615,0.14709096537174435,-0.12209386017673293,root,raw,increase
alpha-aminoadipic acid,root_PC22,0.06006913439743447,0.14709096537174435,-0.12209386017673293,root,raw,decrease
octadecanol,root_PC22,-0.059152130294327455,0.14709096537174435,-0.12209386017673293,root,raw,increase
glutamine,root_PC22,-0.05850914877382006,0.14709096537174435,-0.12209386017673293,root,raw,increase
lyxitol,root_PC22,-0.05802394472640467,0.14709096537174435,-0.12209386017673293,root,raw,increase
malonic acid,root_PC22,0.057083110601962965,0.14709096537174435,-0.12209386017673293,root,raw,decrease
putrescine,root_PC22,-0.0554180227476442,0.14709096537174435,-0.12209386017673293,root,raw,increase
shikimic acid,root_PC22,-0.05489352639230656,0.14709096537174435,-0.12209386017673293,root,raw,increase
raffinose,root_PC22,-0.05483981720535637,0.14709096537174435,-0.12209386017673293,root,raw,increase
glycerol-alpha-phosphate,root_PC22,-0.05019598103024373,0.14709096537174435,-0.12209386017673293,root,raw,increase
4-hydroxybenzoate,root_PC22,0.05015705906721409,0.14709096537174435,-0.12209386017673293,root,raw,decrease
saccharic acid,root_PC22,0.05013193680402065,0.14709096537174435,-0.12209386017673293,root,raw,decrease
1-methylgalactose NIST,root_PC22,-0.05008195085167886,0.14709096537174435,-0.12209386017673293,root,raw,increase
alanine-alanine,leaf_PC34,0.15058943416302006,0.10945754022454567,0.0665204002130607,leaf,raw,increase
epsilon-caprolactam,leaf_PC34,0.09557096429603217,0.10945754022454567,0.0665204002130607,leaf,raw,increase
raffinose,leaf_PC34,-0.09043629433402117,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
3-hydroxy-3-methylglutaric acid,leaf_PC34,-0.08416461179926266,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
nicotinamide,leaf_PC34,-0.08088648486876861,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
3-hydroxypropionic acid,leaf_PC34,0.08087655417223996,0.10945754022454567,0.0665204002130607,leaf,raw,increase
saccharic acid,leaf_PC34,-0.0790941007573849,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
asparagine,leaf_PC34,-0.07580249605452777,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
hydroxycarbamate NIST,leaf_PC34,-0.07343539492068868,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
ribonic acid,leaf_PC34,-0.07304018296271625,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
tagatose,leaf_PC34,0.0707391244000185,0.10945754022454567,0.0665204002130607,leaf,raw,increase
melezitose,leaf_PC34,0.07005973123892492,0.10945754022454567,0.0665204002130607,leaf,raw,increase
citramalic acid,leaf_PC34,-0.06458723967284867,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
1-kestose,leaf_PC34,-0.06417659397603659,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
alpha-ketoglutarate,leaf_PC34,0.0638338843450703,0.10945754022454567,0.0665204002130607,leaf,raw,increase
glycerol-3-galactoside,leaf_PC34,-0.06362594474986924,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
isohexonic acid,leaf_PC34,-0.06309043552136993,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
1-monopalmitin,leaf_PC34,0.06255841018260652,0.10945754022454567,0.0665204002130607,leaf,raw,increase
putrescine,leaf_PC34,0.06097313335671883,0.10945754022454567,0.0665204002130607,leaf,raw,increase
5'-deoxy-5'-methylthioadenosine,leaf_PC34,0.06053983585923327,0.10945754022454567,0.0665204002130607,leaf,raw,increase
4-hydroxybenzoate,leaf_PC34,-0.05949237558377629,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
maltose,leaf_PC34,0.058170725990636656,0.10945754022454567,0.0665204002130607,leaf,raw,increase
glutamic acid,leaf_PC34,0.057827891456158055,0.10945754022454567,0.0665204002130607,leaf,raw,increase
maleic acid,leaf_PC34,-0.05781949587293581,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
proline,leaf_PC34,0.05763453921002531,0.10945754022454567,0.0665204002130607,leaf,raw,increase
hexose-6-phosphate,leaf_PC34,-0.05751494629968907,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
capric acid,leaf_PC34,-0.05681376883403094,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
4-aminobutyric acid,leaf_PC34,-0.05428424632349594,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
glycerol,leaf_PC34,0.053262063835410225,0.10945754022454567,0.0665204002130607,leaf,raw,increase
xylonic acid,leaf_PC34,-0.05191714641081265,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
spermidine,leaf_PC34,0.0513324218263438,0.10945754022454567,0.0665204002130607,leaf,raw,increase
malonic acid,leaf_PC34,0.051214511727603766,0.10945754022454567,0.0665204002130607,leaf,raw,increase
sinapinic acid,leaf_PC34,-0.05111225402224618,0.10945754022454567,0.0665204002130607,leaf,raw,decrease
adenosine,leaf_PC34,0.05059474980670372,0.10945754022454567,0.0665204002130607,leaf,raw,increase
levoglucosan,leaf_PC34,0.0504641838704144,0.10945754022454567,0.0665204002130607,leaf,raw,increase
thymine,leaf_PC34,0.050247437442560716,0.10945754022454567,0.0665204002130607,leaf,raw,increase
xylulose NIST,leaf_PC6,-0.12002674412059286,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
alpha-ketoglutarate,leaf_PC6,-0.11867311347215184,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
n-acetyl-d-hexosamine,leaf_PC6,-0.11350119411058203,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
pyrrole-2-carboxylic acid,leaf_PC6,0.09471987849892001,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
phenylpyruvate,leaf_PC6,-0.08751713964542805,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
glycerol,leaf_PC6,-0.08187136513406737,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
"2,3-dihydroxybutanoic acid NIST",leaf_PC6,0.08169862949486617,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
2-ketoglucose dimethylacetal NIST,leaf_PC6,0.08077093193392945,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
threonic acid,leaf_PC6,0.07811136619649518,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
serine,leaf_PC6,-0.07549604389964493,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
hypoxanthine,leaf_PC6,0.07525955274983684,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
glyceric acid,leaf_PC6,-0.07370820626869987,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
methionine,leaf_PC6,-0.07049540663704218,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
lactulose,leaf_PC6,0.06938835336019411,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
fumaric acid,leaf_PC6,-0.06890851893031669,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
ferulic acid,leaf_PC6,-0.0678450841483351,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
pyruvic acid,leaf_PC6,-0.06757678768254823,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
2-aminobutyric acid,leaf_PC6,0.06428379966233017,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
tyrosine,leaf_PC6,-0.06420745865122143,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
phosphate,leaf_PC6,-0.063422318759771,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
epsilon-caprolactam,leaf_PC6,0.06323706259012557,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
methionine sulfoxide,leaf_PC6,-0.06253748091114576,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
sucrose,leaf_PC6,0.06171012318064984,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
maltose,leaf_PC6,-0.061177949817416935,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
heptadecanoic acid,leaf_PC6,-0.05818825749607942,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
succinic acid,leaf_PC6,-0.057101727222206286,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
isoribose,leaf_PC6,-0.05705229937728688,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
glucose,leaf_PC6,-0.05673701770978546,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
fructose,leaf_PC6,-0.05477095006883496,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
benzoic acid,leaf_PC6,-0.05470017628242131,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
pelargonic acid,leaf_PC6,-0.05423237117834716,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
dihydroxyacetone,leaf_PC6,-0.052389407447904185,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
phytol,leaf_PC6,0.051767823575379915,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
3-hydroxypropionic acid,leaf_PC6,-0.0513065004464224,0.09011415865459177,-0.039381732605943784,leaf,raw,increase
phenylethylamine,leaf_PC6,0.050424501874824244,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
myo-inositol,leaf_PC6,0.050091331291553694,0.09011415865459177,-0.039381732605943784,leaf,raw,decrease
