metabolite,tissue,estimate_trt_(Intercept),estimate_trt_trtlive,estimate_trt_genotypeR500,estimate_trt_trtlive:genotypeR500,p.value_trt_trtlive,p.value_trt_genotypeR500,p.value_trt_trtlive:genotypeR500,estimate_leaf_(Intercept),estimate_leaf_value_scale,p.value_leaf_value_scale,FDR_trt_trtlive,FDR_trt_genotypeR500,FDR_trt_trtlive:genotypeR500,FDR_leaf_value_scale,sig.both
gluconic acid lactone,root,4298.750000000001,-591.3500000000063,9828.166666666668,8884.933333333338,0.9606980821995104,0.2900123978789016,0.5903160094238096,0.04927380441224174,-0.2731466148299176,0.10063336104357516,0.9983970625375749,0.40190694509202113,0.8782388301829357,0.5617796625240642,FALSE
gluconic acid,root,22175.74999999999,-7473.349999999982,17568.833333333343,-18218.566666666673,0.5564606923626958,0.0780571005022603,0.298941666320642,0.04927380441224179,-0.4406072403868523,0.006023808455047075,0.7308737451927945,0.17172562110497266,0.7109963955734189,0.1514557554411836,FALSE
glucoheptulose,root,5285,-1247.8000000000004,-2088.833333333335,1663.8,0.22249781102948907,0.010676146418506336,0.23547295210600436,0.049273804412241745,0.10415910231220853,0.5385116239861577,0.43469375805140775,0.04369771557342129,0.7109963955734189,0.869825125736269,FALSE
galactonic acid,root,5634.1666666666615,2469.4333333333398,18638.75,-20632.849999999995,0.8478708336561288,0.06626440619562485,0.24773090516583818,0.04927380441224176,0.06166429655303872,0.7162752447013534,0.9211436217498683,0.15495525409244199,0.7109963955734189,0.8842167163694987,FALSE
galactinol,root,174375.75,27421.650000000034,-61724.3333333333,-31920.733333333395,0.4417049621297553,0.029169514406671437,0.5133615715952913,0.049273804412241794,0.4422913547784848,0.005810098102367895,0.6292005676402153,0.09920702240538469,0.8289140972547823,0.1514557554411836,FALSE
fumaric acid,root,711136.2500000001,-111511.25000000007,-96536.75000000001,285143.2499999999,0.3892676281026338,0.331946934846731,0.11376440218079527,0.04927380441224177,0.12147816511284552,0.47269952532755344,0.5806025639496911,0.4359900039777959,0.6084790183102331,0.869825125736269,FALSE
fucose,root,10917.416666666666,-3766.616666666668,-2545.5000000000014,3090.3666666666677,0.05368505078672459,0.08702305475624524,0.23945258581088127,0.049273804412241766,-0.26648494683701535,0.10957545960860478,0.23976931168777227,0.18137986276948895,0.7109963955734189,0.5617796625240642,FALSE
fructose-6-phosphate,root,2135.250000000001,1273.7499999999984,-483.1666666666673,1799.833333333334,0.2935796619270089,0.6009700206335693,0.27964056016544275,0.049273804412241815,0.36620597046047254,0.025083576750800723,0.4932094867967487,0.6736988766338101,0.7109963955734189,0.36072306635964907,FALSE
fructose,root,3251248.9166666656,-111494.51666666658,410452.25000000023,550939.016666666,0.828165981030349,0.30152687161214803,0.43646062605221503,0.04927380441224176,0.08375653529445792,0.6212523139730552,0.9211436217498683,0.41459944846670355,0.7967989491338783,0.869825125736269,FALSE
ferulic acid,root,426.66666666666663,308.1333333333334,-46.33333333333325,-277.8,0.11572453727794436,0.7531574986588604,0.29580215916896746,0.049273804412241745,0.105542773990439,0.5330974252750913,0.3133464393987417,0.7985284323130086,0.7109963955734189,0.869825125736269,FALSE
ethanolamine,root,1012872.8333333334,-4465.633333333412,-310870.2500000002,183071.8833333334,0.9705377532154926,0.0019758033415624723,0.2744554620189388,0.049273804412241766,0.1516781750384678,0.36885069878053833,0.9983970625375749,0.012879310670925743,0.7109963955734189,0.8078483292551161,FALSE
erythrose,root,828.6666666666669,-362.0666666666665,-123.16666666666653,237.39999999999955,0.22636177622508244,0.5879813148398025,0.5595436519110489,0.04927380441224177,-0.12090748410576332,0.47479849300971333,0.43469375805140775,0.6676432994310016,0.863856866108286,0.869825125736269,FALSE
erythronic acid lactone,root,3076.833333333334,-1949.0333333333338,-2415.9166666666674,1975.9499999999996,0.002131522053631196,6.523573875664561e-6,0.01895038332097046,0.04927380441224176,0.051940158094795144,0.7595758202836097,0.030120843868039947,1.275721113463292e-4,0.4564598824969486,0.8853334064232802,FALSE
erythronic acid,root,1372.1666666666667,-698.9666666666664,-755.5833333333336,540.2166666666665,0.004071135402434836,1.2833769460620484e-4,0.09040788025116292,0.04927380441224169,0.20467829884401864,0.22286215163189324,0.04776798872190208,0.0013286726029818855,0.6084790183102331,0.7155000912536077,FALSE
erythritol,root,2979.0833333333144,163545.51666666672,-142.49999999997226,-163291.7666666667,0.025910311598540247,0.9978961403031699,0.09862122245744792,0.04927380441224176,-0.022375656983417144,0.8951720481802337,0.158021126737358,0.9978961403031699,0.6084790183102331,0.9361194974547282,FALSE
epsilon-caprolactam,root,7960.333333333335,-4226.133333333333,-4562.416666666669,3788.3833333333314,0.02694140733362631,0.002642255946477346,0.13927968100253957,0.049273804412241766,-0.12543497975865275,0.45828127777509053,0.158021126737358,0.016608465949286177,0.6128305964111741,0.869825125736269,FALSE
dihydroxyacetone,root,4073.9166666666674,-1645.1166666666666,-1529.4166666666674,1027.4499999999994,0.11469667380943098,0.0581382197070706,0.46555522790985093,0.04927380441224176,-0.0725776790423064,0.6687009169300244,0.3133464393987417,0.14411727702034402,0.8124404343214026,0.8842167163694987,FALSE
dehydroascorbic acid,root,3499.9166666666692,4033.2833333333324,7356.166666666665,343.96666666666783,0.21081143090256668,0.004794484534395713,0.9372039972926103,0.04927380441224174,0.37507811160756327,0.021505429252651666,0.43469375805140775,0.025570584183443802,0.9759326778606416,0.34408686804242666,FALSE
dehydroabietic acid,root,2061.0833333333326,-1033.2833333333333,-930.3333333333334,753.3666666666654,0.07890992081328888,0.04095417700874241,0.34174617803425467,0.049273804412241745,-0.10225016109363508,0.5460240614231168,0.28029415358462134,0.1181628713694863,0.7278689547705787,0.869825125736269,FALSE
coniferin NIST,root,516.5833333333339,-95.18333333333801,3099.999999999999,9979.766666666668,0.9870516413723751,0.49239353828683674,0.22055513128094906,0.04927380441224176,0.020437948422090926,0.9042063327687715,0.9983970625375749,0.5895323995815188,0.7109963955734189,0.9361194974547282,FALSE
citric acid,root,2284316.5,977539.9000000003,-1555587.6666666665,-758822.066666667,4.345796577467978e-4,3.1593541282026633e-9,0.03329059594507437,0.04927380441224174,0.2805031073288825,0.091415047787664655,0.015797295098622523,5.560463265636687e-7,0.4564598824969486,0.5547947727803096,FALSE
citramalic acid,root,3140.8333333333344,-2281.233333333334,-2626.6666666666683,2138.9,5.168231631069001e-4,2.067283528653767e-6,0.012619458731300739,0.04927380441224176,-0.11301248976917015,0.5043303855385586,0.015797295098622523,6.06403168405105e-5,0.4564598824969486,0.869825125736269,FALSE
cis-sinapinic acid,root,324.41666666666663,-101.21666666666655,-89.33333333333327,77.13333333333313,0.23871085057105662,0.17670454582934939,0.5095267239397726,0.04927380441224176,0.024769257800061662,0.8840302280769707,0.44224326000532593,0.28595589260439197,0.8289140972547823,0.9332225860607619,FALSE
cis-caffeic acid,root,2199.166666666667,-443.1666666666667,-604.0833333333335,628.7499999999997,0.306714836869034,0.0743003974870937,0.2907986430155287,0.04927380441224176,0.16730283399690776,0.32092935376785486,0.501746167178777,0.16765217894523707,0.7109963955734189,0.7780582377546384,FALSE
chlorogenic acid,root,644.7499999999998,-380.34999999999985,-271.5833333333333,293.5166666666664,0.0945016101450635,0.11844175643689518,0.33945096103558847,0.049273804412241745,-0.09301014461965111,0.5830709398812864,0.29179444536019605,0.2265842297053647,0.7278689547705787,0.869825125736269,FALSE
cellobiose,root,25169.416666666642,-20362.416666666642,11918.416666666695,-6803.583333333371,0.4719460104309632,0.5823751113321851,0.8603911708717158,0.049273804412241794,-0.06157452796963478,0.7166712554218112,0.6540354160303111,0.6655715558082115,0.9464302879588874,0.8842167163694987,FALSE
capric acid,root,1249.0833333333333,-673.083333333333,-559,506.8333333333328,0.08937190219708534,0.06691249608537267,0.343256382079307,0.049273804412241745,0.025656136890039073,0.8799073843512308,0.2859900870306731,0.15495525409244199,0.7278689547705787,0.9332225860607619,FALSE
butyrolactam NIST,root,43501.33333333332,-1208.3333333333137,-18001.99999999999,-5912.000000000026,0.9177905959641435,0.05194568442865254,0.7130885775403106,0.049273804412241766,0.17184975383228732,0.30774903115815094,0.9735320313310721,0.13852182514307343,0.8961933152917091,0.7780582377546384,FALSE
beta-sitosterol,root,39551.08333333333,-23357.883333333328,-11286.916666666664,14171.383333333322,0.039042765287742476,0.18435114696463892,0.34798161291672436,0.049273804412241745,-0.16669507458232677,0.32271733725050344,0.19632933401836217,0.29047714480841835,0.7291043318255177,0.7780582377546384,FALSE
beta-gentiobiose,root,3358.749999999998,-739.1499999999982,4329.333333333332,-2927.2666666666655,0.8138753023131946,0.07947640904087024,0.49819046301531267,0.04927380441224174,-0.40612342641588167,0.012139532302478709,0.9123697656504601,0.17268948137275508,0.8289140972547823,0.23739529835958365,FALSE
beta-alanine,root,61986.916666666664,-19755.316666666662,-30307.41666666668,25218.316666666655,0.027658160017812388,6.320681601612632e-5,0.039460364340487455,0.04927380441224176,-0.10459727808200406,0.5367942348234105,0.158021126737358,7.416266412558822e-4,0.4564598824969486,0.869825125736269,FALSE
benzoic acid,root,11404.166666666659,-4751.56666666666,-2969.58333333333,1731.8166666666575,0.1787025673229358,0.2708163719988079,0.7172053513867231,0.04927380441224171,-0.16355789506497248,0.3320449529623146,0.41935535798448936,0.3813094517743215,0.8961933152917091,0.7897285367752348,FALSE
aspartic acid,root,241715.50000000006,91802.50000000004,-37171.500000000015,-120187.66666666666,0.19693951308754215,0.49150911482186155,0.2176717788810108,0.04927380441224176,0.0012751684639906692,0.9940095141898264,0.43326692879259276,0.5895323995815188,0.7109963955734189,0.9940095141898264,FALSE
asparagine,root,8803.666666666662,4033.733333333337,2226.666666666668,-7083.5666666666675,0.16236738239801718,0.31092865417102744,0.07658771190026128,0.04927380441224174,-0.13929163567239156,0.40969338393383803,0.3914610863294661,0.42094956257000643,0.6084790183102331,0.8384422740971569,FALSE
aminomalonate,root,4608.166666666667,-3697.3666666666672,-3905.5000000000014,3610.8666666666672,8.078162266341063e-4,1.5569836456725782e-5,0.012794442453721586,0.04927380441224176,-0.010518074563463875,0.9506178591436931,0.015797295098622523,2.491173833076125e-4,0.4564598824969486,0.9727252512168023,FALSE
alpha-ketoglutarate,root,55992.500000000015,-5072.1,-21355.5,7853.933333333327,0.42128104932134114,9.633088634864602e-5,0.3647563743865304,0.04927380441224184,0.2909226738371372,0.07948356507397686,0.617878872337967,0.0010596397498351061,0.7368683071998261,0.517327025574343,FALSE
alpha-aminoadipic acid,root,1368.5833333333328,-237.7833333333334,477.4999999999994,-543.9666666666654,0.6637978352239331,0.2593072680004827,0.46980122175941763,0.049273804412241745,-0.11194093627285821,0.50840855021719,0.8177028121722638,0.37104129404947117,0.8124404343214026,0.869825125736269,FALSE
allantoic acid,root,1661,-527.0000000000003,163.91666666666634,495.4166666666671,0.6277684773638079,0.8438653419200621,0.7394622706499621,0.049273804412241745,-0.11986706883501547,0.47863766933646545,0.8006322609857259,0.8726188242793537,0.9019910398978979,0.869825125736269,FALSE
alanine-alanine,root,4257.499999999999,1950.5000000000005,654.4166666666666,-3005.7499999999986,0.10884807736271994,0.47557885402142464,0.07322737151926062,0.04927380441224176,-0.059558161052682884,0.7255853545711823,0.3133464393987417,0.5853278203340612,0.6084790183102331,0.8842167163694987,FALSE
alanine,root,404003.58333333343,-71483.18333333325,-88824.0833333333,25525.68333333317,0.37041972579436877,0.15095965408275172,0.8145569573157553,0.0492738044122418,-0.29606494282285367,0.07405891545278946,0.5718760678930606,0.26305840711449807,0.9304963141672505,0.517327025574343,FALSE
adenosine,root,6332.083333333335,-1326.8833333333348,-4982.333333333335,1969.300000000002,0.6249412758120827,0.02170153826313888,0.5970479411304946,0.04927380441224176,0.1489043909422689,0.37777997465983115,0.8006322609857259,0.07638941468624887,0.8782388301829357,0.8078483292551161,FALSE
adenine,root,94616.24999999999,608.9499999999956,-25295.25000000002,-1035.6166666666536,0.9537287868916855,0.0034371476304537814,0.942662245660847,0.04927380441224172,-0.14712714928216478,0.38356736493398946,0.9983970625375749,0.020164599431995518,0.9759326778606416,0.8078483292551161,FALSE
aconitic acid,root,5963.500000000001,3786.699999999999,-4038.250000000001,-2864.449999999998,0.0020394743786510423,5.327161503015712e-5,0.07288066241144561,0.049273804412241724,0.265231959490431,0.11132226121465366,0.030120843868039947,6.697003032362609e-4,0.6084790183102331,0.5617796625240642,FALSE
6-deoxyglucose,root,17428,-4108.600000000002,-2127.0000000000023,3022.7666666666696,0.4357820347970679,0.5978706414591679,0.6749300834024854,0.049273804412241794,-0.32631622654753867,0.047743193601302136,0.6286691649531472,0.6736988766338101,0.8953560077432499,0.3810097284328995,FALSE
5'-deoxy-5'-methylthioadenosine,root,782.3333333333334,65.86666666666679,-282.2499999999999,-103.11666666666694,0.6990609487083774,0.03696596097505534,0.6592401900358558,0.04927380441224176,0.08854800838462609,0.6013521568806302,0.8393758924843866,0.11217257123465069,0.8937143251531426,0.869825125736269,FALSE
5-aminovaleric acid,root,2033.333333333333,-410.9333333333332,779.5833333333333,14.516666666666971,0.446875403153562,0.06600190115987975,0.984300400956333,0.049273804412241745,-0.19662802670715301,0.24201661276054073,0.6292005676402153,0.15495525409244199,0.9899249746760835,0.7217082942604737,FALSE
4-hydroxybutyric acid,root,9074.583333333336,-4237.583333333333,-4451.499999999999,3714.833333333331,0.13503791895755138,0.04379198903848368,0.3344249153444244,0.049273804412241745,0.10277856286178208,0.5439396421656636,0.3591579996474434,0.12215013729073573,0.7278689547705787,0.869825125736269,FALSE
4-hydroxybenzoate,root,1765.25,-731.0499999999996,-408.66666666666663,219.96666666666636,0.035816967324969196,0.11985266978536428,0.6336975140527017,0.04927380441224176,0.0165024480002246,0.9225903078458404,0.18734351963185572,0.22681795572283994,0.8851647815339325,0.9495666326366544,FALSE
4-aminobutyric acid,root,73153.50000000003,119302.49999999994,-42547.1666666667,-97388.66666666661,6.463139804898262e-4,0.08759822917844635,0.03119641843045124,0.04927380441224176,0.029867305594676055,0.8603750122888247,0.015797295098622523,0.18137986276948895,0.4564598824969486,0.9332225860607619,FALSE
3-hydroxypropionic acid,root,3430.333333333333,-1315.7333333333327,-1528.0833333333335,902.149999999998,0.07996840801907584,0.010071176886048076,0.3726209053453666,0.04927380441224176,-0.08518595164006772,0.6152870282022287,0.28029415358462134,0.042203026951058605,0.7368683071998261,0.869825125736269,FALSE
3-hydroxy-3-methylglutaric acid,root,1371.6666666666667,-644.4666666666665,-919.9166666666669,532.7166666666662,0.011250771972306272,2.047172580586748e-5,0.1144953836503688,0.049273804412241766,-0.1706301272944821,0.3112503825242446,0.09000617577845017,2.920724161589875e-4,0.6084790183102331,0.7780582377546384,FALSE
3-aminoisobutyric acid,root,5128.666666666669,-2141.2666666666664,-2956.166666666667,2642.4333333333307,0.08440676215900529,0.003089994343778764,0.11894248287167217,0.049273804412241745,-0.07678779909984894,0.6506698938141598,0.28029415358462134,0.018753069120864222,0.6084790183102331,0.8781227106862766,FALSE
"3,4-dihydroxycinnamic acid",root,2037.0833333333337,602.9166666666663,-883.8333333333335,223.16666666666657,0.37843377086643115,0.09764731403789721,0.8110840117781367,0.04927380441224176,0.06122464324608172,0.718215451460043,0.5791682058477555,0.19529462807579442,0.9304963141672505,0.8842167163694987,FALSE
2-ketoisocaproic acid,root,2466.8333333333335,-1263.2333333333327,-902.4166666666663,1065.1499999999987,0.05607531234921063,0.07405806271429971,0.23173129261222344,0.049273804412241745,-0.1675194620289187,0.3202935451291811,0.23976931168777227,0.16765217894523707,0.7109963955734189,0.7780582377546384,FALSE
2-ketoglucose dimethylacetal NIST,root,47798.000000000015,-41348.6,-46124.66666666668,40407.59999999998,6.940494758604599e-4,5.429011613024348e-6,0.011583926284276042,0.049273804412241745,-0.16056971179163887,0.3410823696825692,0.015797295098622523,1.1943825548653565e-4,0.4564598824969486,0.7898749613701603,FALSE
2-hydroxyglutaric acid,root,1937.3333333333337,895.4666666666666,1339.9166666666667,-2203.5499999999984,0.19206453467399157,0.014094198264902354,0.023014548383581065,0.04927380441224176,0.07730440143205751,0.6484705125878354,0.43326692879259276,0.054733499343449565,0.4564598824969486,0.8781227106862766,FALSE
2'-deoxyguanosine,root,593.5833333333333,-50.383333333333326,76.25000000000004,-86.28333333333322,0.7636082729505531,0.553731357731736,0.707481212291809,0.049273804412241745,-0.21703774265025247,0.19551500648380904,0.8615067694826753,0.6431899915410859,0.8961933152917091,0.674718453748047,FALSE
2-aminobutyric acid,root,6940,-3013.9999999999986,-2512,3260.999999999997,0.2069483111904542,0.1712396032199189,0.3172719357685046,0.049273804412241766,-0.07102512901479206,0.6753970922028667,0.43360598535142786,0.2828452696319887,0.7233535502375947,0.8842167163694987,FALSE
"2,5-dihydroxypyrazine NIST",root,1957.0833333333328,388.916666666667,-263.50000000000017,-763.6666666666666,0.430898032083711,0.48607036912465895,0.26211797164237294,0.049273804412241766,0.05341910751893554,0.7529399691329783,0.6267607739399433,0.5895323995815188,0.7109963955734189,0.8853334064232802,FALSE
"2,3-dihydroxybutanoic acid NIST",root,1187.0833333333333,-248.88333333333352,345.99999999999983,319.46666666666704,0.445874754538085,0.17156064584612646,0.4754622996312754,0.04927380441224174,-0.20261951457160138,0.22765911994432972,0.6292005676402153,0.2828452696319887,0.8124404343214026,0.7155000912536077,FALSE
1-monostearin,root,1105.083333333333,-425.0833333333328,-179.49999999999974,212.66666666666578,0.287351034844585,0.5554822654218469,0.6957261734328399,0.0492738044122418,-0.1552684221144907,0.3574809059117786,0.49291918964575665,0.6431899915410859,0.8961933152917091,0.8066235825701671,FALSE
1-monopalmitin,root,1805.0833333333333,-822.883333333333,-766.4166666666667,367.3833333333328,0.14331807977687241,0.07788289716934092,0.6285382441159882,0.04927380441224176,-0.10918674623694032,0.5189657007206971,0.3636243849634057,0.17172562110497266,0.8851647815339325,0.869825125736269,FALSE
1-methylgalactose NIST,root,22637.33333333332,2491.2666666666732,17373.083333333332,-22011.516666666656,0.9182177113690794,0.35385736538252743,0.5099250879601379,0.04927380441224176,-0.1946813084229845,0.2468094743361029,0.9735320313310721,0.4579330610832708,0.8289140972547823,0.7217082942604737,FALSE
1-kestose,root,3962.833333333332,-28.033333333339137,15712.5,-8726.633333333322,0.998683384612152,0.23328750628395079,0.70842206179374545,0.04927380441224176,0.006894501334350381,0.9676192067591132,0.998683384612152,0.34795424666080793,0.8961933152917091,0.9787412666069192,FALSE
