sample,genotype,trt,blk,sample_2,Phylum,Abundance,sample_3,sample_4
R500.5E.dead.wk2.blk2.Db1.pot59,R500,Disrupted,blk02,s_21,Acidobacteria,0,r_b02,blk02.R500
R500.5E.dead.wk2.blk2.Db1.pot59,R500,Disrupted,blk02,s_21,Cyanobacteria,0.001087997,r_b02,blk02.R500
R500.5E.dead.wk2.blk2.Db1.pot59,R500,Disrupted,blk02,s_21,< 1% abundance,0.000282879,r_b02,blk02.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Proteobacteria,0.376338237,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Firmicutes,0.360279398,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Bacteroidetes,0.135281574,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Actinobacteria,0.119353294,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Planctomycetes,0,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Verrucomicrobia,0.003329271,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Chloroflexi,0,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Acidobacteria,0,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,Cyanobacteria,0.00382975,r_b04,blk04.R500
R500.5E.dead.wk2.blk4.Db2.pot154,R500,Disrupted,blk04,s_22,< 1% abundance,0.001588476,r_b04,blk04.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Proteobacteria,0.40229785,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Firmicutes,0.305052659,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Bacteroidetes,0.157150318,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Actinobacteria,0.133431978,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Planctomycetes,0,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Verrucomicrobia,0.000761598,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Chloroflexi,0,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Acidobacteria,0,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,Cyanobacteria,0.001240317,r_b05,blk05.R500
R500.5E.dead.wk2.blk5.Db3.pot179,R500,Disrupted,blk05,s_23,< 1% abundance,6.53E-05,r_b05,blk05.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Proteobacteria,0.318326225,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Firmicutes,0.406040561,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Bacteroidetes,0.162829663,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Actinobacteria,0.100770302,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Planctomycetes,0,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Verrucomicrobia,0.005983985,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Chloroflexi,0,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Acidobacteria,0,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,Cyanobacteria,0.004439029,r_b07,blk07.R500
R500.5E.dead.wk2.blk7.Db4.pot269,R500,Disrupted,blk07,s_24,< 1% abundance,0.001610236,r_b07,blk07.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Proteobacteria,0.532226478,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Firmicutes,0.028374967,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Bacteroidetes,0.225868222,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Actinobacteria,0.15638872,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Planctomycetes,0.015144921,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Verrucomicrobia,0.01183741,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Chloroflexi,0.01155453,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Acidobacteria,0.008660458,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,Cyanobacteria,0.001827835,r_b10,blk10.R500
R500.5E.live.wk2.blk10.Db7.pot406,R500,Live,blk10,s_25,< 1% abundance,0.008116459,r_b10,blk10.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Proteobacteria,0.576355645,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Firmicutes,0.038036383,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Bacteroidetes,0.177800505,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Actinobacteria,0.149621377,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Planctomycetes,0.016211158,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Verrucomicrobia,0.014883802,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Chloroflexi,0.008747498,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Acidobacteria,0.005788145,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,Cyanobacteria,0.002393594,r_b12,blk12.R500
R500.5E.live.wk2.blk12.Db8.pot485,R500,Live,blk12,s_26,< 1% abundance,0.010161894,r_b12,blk12.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Proteobacteria,0.572003656,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Firmicutes,0.018691792,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Bacteroidetes,0.245517451,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Actinobacteria,0.123509444,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Planctomycetes,0.009639655,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Verrucomicrobia,0.010335974,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Chloroflexi,0.007398381,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Acidobacteria,0.005309426,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,Cyanobacteria,0.001175037,r_b02,blk02.R500
R500.5E.live.wk2.blk2.Db1.pot55,R500,Live,blk02,s_27,< 1% abundance,0.006419184,r_b02,blk02.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Proteobacteria,0.623640003,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Firmicutes,0.010618853,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Bacteroidetes,0.252110715,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Actinobacteria,0.057489773,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Planctomycetes,0.013164766,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Verrucomicrobia,0.013425886,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Chloroflexi,0.006332144,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Acidobacteria,0.010292454,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,Cyanobacteria,0.002241274,r_b04,blk04.R500
R500.5E.live.wk2.blk4.Db3.pot162,R500,Live,blk04,s_28,< 1% abundance,0.010684133,r_b04,blk04.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Proteobacteria,0.534358952,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Firmicutes,0.022543302,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Bacteroidetes,0.319827661,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Actinobacteria,0.07437549,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Planctomycetes,0.009443816,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Verrucomicrobia,0.016711637,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Chloroflexi,0.00789886,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Acidobacteria,0.006723823,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,Cyanobacteria,0.000805118,r_b05,blk05.R500
R500.5E.live.wk2.blk5.Db4.pot213,R500,Live,blk05,s_29,< 1% abundance,0.007311341,r_b05,blk05.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Proteobacteria,0.55844721,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Firmicutes,0.02746105,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Bacteroidetes,0.268887632,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Actinobacteria,0.104600052,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Planctomycetes,0.008682218,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Verrucomicrobia,0.011489251,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Chloroflexi,0.006136304,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Acidobacteria,0.007115502,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,Cyanobacteria,0.000805118,r_b07,blk07.R500
R500.5E.live.wk2.blk7.Db4.pot266,R500,Live,blk07,s_30,< 1% abundance,0.006375664,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Proteobacteria,0.549329794,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Firmicutes,0.158129515,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Bacteroidetes,0.224105666,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Actinobacteria,0.065780312,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Planctomycetes,0,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Verrucomicrobia,0.001697276,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Chloroflexi,0,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Acidobacteria,0,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,Cyanobacteria,0.000870398,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk10.Db7.pot424,R500,No Inoculation,blk10,s_31,< 1% abundance,8.70E-05,r_b10,blk10.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Proteobacteria,0.47641222,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Firmicutes,0.298045957,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Bacteroidetes,0.151318653,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Actinobacteria,0.072852293,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Planctomycetes,0,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Verrucomicrobia,0.000282879,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Chloroflexi,0,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Acidobacteria,4.35E-05,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,Cyanobacteria,0.000979197,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk12.Db9.pot513,R500,No Inoculation,blk12,s_32,< 1% abundance,6.53E-05,r_b12,blk12.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Proteobacteria,0.547393159,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Firmicutes,0.069523022,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Bacteroidetes,0.353207416,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Actinobacteria,0.028505527,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Planctomycetes,0,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Verrucomicrobia,0.000979197,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Chloroflexi,0,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Acidobacteria,0,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,Cyanobacteria,0.000391679,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk2.Db2.pot82,R500,No Inoculation,blk02,s_33,< 1% abundance,0,r_b02,blk02.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Proteobacteria,0.550178432,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Firmicutes,0.142331796,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Bacteroidetes,0.260401253,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Actinobacteria,0.044281487,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Planctomycetes,0,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Verrucomicrobia,0.001631996,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Chloroflexi,0,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Acidobacteria,0,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,Cyanobacteria,0.001175037,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk4.Db2.pot153,R500,No Inoculation,blk04,s_34,< 1% abundance,0,r_b04,blk04.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Proteobacteria,0.578879798,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Firmicutes,0.174971712,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Bacteroidetes,0.20325964,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Actinobacteria,0.040647576,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Planctomycetes,0,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Verrucomicrobia,0.001479676,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Chloroflexi,0,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Acidobacteria,0,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,Cyanobacteria,0.000543999,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk5.Db3.pot202,R500,No Inoculation,blk05,s_35,< 1% abundance,0.000217599,r_b05,blk05.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Proteobacteria,0.704325877,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Firmicutes,0.135803812,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Bacteroidetes,0.13678301,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Actinobacteria,0.020824267,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Planctomycetes,0,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Verrucomicrobia,0.000304639,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Chloroflexi,0,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Acidobacteria,0,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,Cyanobacteria,0.001719036,r_b07,blk07.R500
R500.BLANK.NA.wk2.blk7.Db4.pot278,R500,No Inoculation,blk07,s_36,< 1% abundance,0.000239359,r_b07,blk07.R500
